id,task_type,prompt,quality_level,quality_score,grade,hallucination_risk,clarity,specificity,structure,constraints,decisions
102185,code,"code on insurance topic

Product: sports framework
Audience: analysts
Timeline: weekly
Platform: Docker
Ref: 7596-INS",low,45,F,0.13,2,1,1,2,Lacks success criteria | Missing glossary | Clear role definition
102186,document,"Looking for a document about banking trends. Should have introduction, main content, and conclusion. Professional tone preferred.

Company: Apex Enterprises
Product: healthcare product
Audience: managers
Timeline: annual
Ref: 5772-BAN",medium,74,C,0.55,2,4,3,3,Lacks success criteria | Well-structured sections
102187,other,"do a other about transportation things

Ref: 9845-TRA",low,45,F,0.19,1,2,2,1,No quality standards | No accessibility considerations | Missing data source | Scope clearly defined
102188,post,"Role: Community manager for pharmaceutical forum.

Task: Create discussion prompts for pharmaceutical professional community.

Instructions:
1. Weekly discussion topics
2. AMA (Ask Me Anything) formats
3. Poll questions
4. Resource sharing posts

Constraints:
- Inclusive language
- Moderation guidelines
- Growth-focused content

Output Format: Content plan with engagement metrics.

Timeline: annual
Ref: 1504-PHA",high,87,B,0.77,4,4,4,5,No accessibility considerations | Reference materials cited | Timeline specified | No escalation path | Actionable instructions
102189,creative,"Create creative content for pharmaceutical use case. Structure: problem, solution, results. Make it persuasive.

Ref: 9958-PHA",medium,68,D,0.46,4,3,2,3,Comprehensive context provided | No deadline specified | Lacks prioritization | No accessibility considerations
102190,image,"Role: Professional graphic designer for healthcare marketing.

Task: Create a modern logo design for a new healthcare startup.

Instructions:
1. Use minimalist design principles
2. Incorporate healthcare-relevant symbolism
3. Ensure scalability for all sizes
4. Provide color variations

Constraints:
- Primary colors: navy blue and gold
- Must work on dark and light backgrounds
- Vector format required

Output Format: SVG files with color palette specifications.

Product: finance portal
Audience: customers
Ref: 7924-HEA",high,92,A,0.25,4,5,5,5,Specific deliverables mentioned | Measurable outcomes stated | Well-structured sections | Stakeholders identified
102191,video,"Role: Documentary filmmaker covering hospitality topics.

Task: Produce a 10-minute documentary segment on hospitality innovations.

Instructions:
1. Research and fact-check all content
2. Interview industry experts (3-5 people)
3. Include B-roll footage
4. Add informational graphics

Constraints:
- Broadcast quality (4K)
- Closed captions required
- Fair use compliance

Output Format: Final Cut Pro project with masters.

Company: Innovate Inc
Audience: stakeholders
Ref: 7957-HOS",high,98,A,0.56,5,4,5,5,No deadline specified | Lacks success criteria | Specific deliverables mentioned | Ambiguous target audience
102192,creative,"I need a creative for nonprofit purposes. It should cover the main points and be around medium length. Please include examples if possible.

Company: Peak Performance
Audience: administrators
Timeline: weekly
Ref: 4529-NON",medium,67,D,0.51,2,2,4,4,Vague objective statement | Missing budget context | Missing examples
102193,data_analysis,"Help me create a data_analysis focused on retail. It needs to be clear and organized. Target audience is managers.

Company: Stellar Tech
Product: telecommunications service
Ref: 1865-RET",medium,84,B,0.39,3,4,2,3,Incomplete background info | Dependencies outlined | No fallback options | Lacks success criteria | Strong constraints provided
102194,code,"Role: Experienced software architect in journalism systems.

Task: Design and implement a RESTful API using FastAPI for managing user authentication and authorization.

Instructions:
1. Implement JWT token-based authentication
2. Include role-based access control (RBAC)
3. Add rate limiting (100 requests/minute)
4. Provide OpenAPI documentation

Constraints:
- Async/await patterns required
- SQLAlchemy for ORM
- Docker containerization

Output Format: Complete project structure with main.py, models.py, schemas.py, and Dockerfile.

Company: Pinnacle Co
Ref: 2093-JOU",high,89,B,0.38,5,5,5,5,Reference materials cited | Ambiguous target audience | Vague objective statement | No fallback options
102195,creative,"creative healthcare help

Product: transportation application
Timeline: next quarter
Ref: 2394-HEA",low,27,F,0.65,3,2,1,2,No review process | Version control noted | Lacks formatting guidance | No fallback options
102196,presentation,"Role: Executive presentation designer for education leadership.

Task: Create investor pitch deck (12-15 slides) for education startup.

Instructions:
1. Problem/Solution framework
2. Market size and opportunity
3. Business model explanation
4. Financial projections (3-year)

Constraints:
- Clean, minimalist design
- Data visualizations for key metrics
- Consistent typography

Output Format: PowerPoint file with speaker notes.

Timeline: annual
Ref: 9781-EDU",high,93,A,0.56,4,4,4,4,Missing budget context | Missing data source
102197,presentation,"Create a presentation about healthcare. Include some best practices and make it professional. Should be useful for a team meeting.

Timeline: next 6 months
Ref: 4614-HEA",medium,82,B,0.4,3,4,4,3,Detailed methodology included | Incomplete background info
102198,image,"Role: Professional graphic designer for technology marketing.

Task: Create a modern logo design for a new technology startup.

Instructions:
1. Use minimalist design principles
2. Incorporate technology-relevant symbolism
3. Ensure scalability for all sizes
4. Provide color variations

Constraints:
- Primary colors: navy blue and gold
- Must work on dark and light backgrounds
- Vector format required

Output Format: SVG files with color palette specifications.

Company: Stellar Tech
Ref: 1250-TEC",high,93,A,0.22,5,4,4,4,Inconsistent terminology | Specific deliverables mentioned | No risk assessment | Incomplete background info
102199,creative,"Role: Game narrative designer for nonprofit simulation game.

Task: Develop branching storyline with 5 endings for nonprofit tycoon game.

Instructions:
1. Character backstories
2. Decision trees
3. Dialogue scripts
4. World-building lore

Constraints:
- Player agency emphasis
- Meaningful choices
- Localization-ready

Output Format: Narrative design document with flowcharts.

Audience: customers
Ref: 9224-NON",high,95,A,0.51,5,4,5,4,No fallback options | Missing examples
102200,report,"I need a report for insurance purposes. It should cover the main points and be around medium length. Please include examples if possible.

Product: banking tool
Audience: investors
Timeline: monthly
Ref: 9958-INS",medium,76,C,0.55,3,2,2,3,Specific deliverables mentioned | Assumptions documented | Strong constraints provided
102201,other,"Role: Project manager planning aerospace system migration.

Task: Create comprehensive project plan for aerospace software upgrade.

Instructions:
1. Work breakdown structure
2. Resource allocation
3. Risk register
4. Communication plan

Constraints:
- Agile methodology
- Stakeholder alignment
- Budget tracking

Output Format: MS Project file with Gantt chart.

Ref: 1804-AER",high,88,B,0.37,5,4,5,4,Strong constraints provided | Comprehensive context provided | Reference materials cited | Stakeholders identified | Professional tone maintained
102202,email,"Role: PR specialist for nonprofit announcements.

Task: Draft press release email for nonprofit product launch.

Instructions:
1. Compelling headline
2. Boilerplate company info
3. Executive quotes
4. Media contact details

Constraints:
- AP style formatting
- Journalist-friendly
- Embargo considerations

Output Format: Press release document with media kit.

Product: finance interface
Audience: managers
Ref: 5912-NON",high,88,B,0.32,5,5,5,5,No fallback options | Specific deliverables mentioned | No risk assessment | Timeline specified
102203,email,"cybersecurity email please

Product: marketing tool
Ref: 7905-CYB",low,56,F,0.29,1,2,2,1,Measurable outcomes stated | Scope clearly defined | Unclear ownership | Missing budget context
102204,creative,"Develop a creative about insurance strategy. Include market analysis and recommendations. Business audience.

Timeline: weekly
Ref: 8748-INS",medium,77,C,0.51,3,3,3,3,Professional tone maintained | No accessibility considerations | Feedback mechanism included
102205,document,"Role: Technical writer for entertainment software documentation.

Task: Create comprehensive API documentation for entertainment platform.

Instructions:
1. Getting started guide
2. Authentication details
3. Endpoint reference (all CRUD operations)
4. Code examples in 5 languages

Constraints:
- OpenAPI 3.0 specification
- Interactive try-it feature
- Version control notes

Output Format: Markdown files with Swagger UI integration.

Timeline: Q4 2024
Ref: 7913-ENT",high,99,A,0.61,5,5,4,5,No risk assessment | Actionable instructions | Unclear ownership | Stakeholders identified | Professional tone maintained
102206,email,"Role: PR specialist for government announcements.

Task: Draft press release email for government product launch.

Instructions:
1. Compelling headline
2. Boilerplate company info
3. Executive quotes
4. Media contact details

Constraints:
- AP style formatting
- Journalist-friendly
- Embargo considerations

Output Format: Press release document with media kit.

Company: Stellar Tech
Ref: 6599-GOV",high,99,A,0.64,4,5,4,5,Measurable outcomes stated | No fallback options | Strong constraints provided | Incomplete background info
102207,other,"other needed asap retail

Company: Vertex Industries
Product: real estate product
Audience: developers
Ref: 7569-RET",low,59,F,0.63,3,2,2,2,Stakeholders identified | Clear role definition | Version control noted
