id,task_type,prompt,quality_level,quality_score,grade,hallucination_risk,clarity,specificity,structure,constraints,decisions
3052,report,Report needed on develop mobile responsiveness fix in education sector. Data-driven insights.,medium,84,B,0.52,3,4,2,3,Task understood but details lacking | Missing role specification | Some constraints implied not stated | Could be clearer
3053,creative,build data pipeline fiction,low,53,F,0.67,2,1,2,1,Insufficient detail for execution | No constraints specified | No format guidance | Requires complete rewrite
3054,creative,Write creative piece about create FAQ document in research context. Engaging style.,medium,70,C,0.38,2,3,4,4,Partial structure present but incomplete | Some sections missing | Minor ambiguity in deliverables | Acceptable for basic use
3055,creative,Creative content needed: build chatbot for customer support theme for customer service publication.,medium,79,C,0.47,3,4,2,2,Basic structure exists | Key information partially provided | Some context missing | Acceptable with follow-up questions
3056,data_analysis,"Role: Research analyst in technology field.
Task: Perform comparative analysis of write customer case study.
Context: Comparing 3 different approaches/methods over 12-month period.
Constraints: Control for variables, note limitations, statistical rigor.
Output Format: Methodology + comparison table + statistical tests + conclusions.",high,85,B,0.21,4,5,4,3,Clear role assignment establishes expertise | Structured sections aid comprehension | Specific constraints reduce ambiguity | Output format specified for consistency
3057,email,"Role: Executive assistant supporting research leadership.
Task: Write a meeting request email for develop content calendar.
Context: Scheduling with 5 senior stakeholders across time zones.
Constraints: Clear agenda, include pre-read materials list, propose 3 time slots.
Output Format: Professional email + calendar invite text + agenda outline.",high,96,A,0.16,5,5,5,3,Comprehensive structure with all key elements | Domain expertise indicated | Clear deliverable expectations | Quality standards defined
3058,image,draw create vendor evaluation criteria,low,41,F,0.9,2,1,2,2,No structure or organization | Extremely vague request | Missing critical information | High hallucination risk
3059,data_analysis,Examine develop security protocols patterns in media dataset. Provide findings.,medium,65,D,0.35,2,2,3,2,Basic structure exists | Key information partially provided | Some context missing | Acceptable with follow-up questions
3060,data_analysis,stats on write technical documentation,low,63,D,0.69,1,1,1,1,Insufficient detail for execution | No constraints specified | No format guidance | Requires complete rewrite
3061,code,"Role: You are an experienced manufacturing software engineer.
Task: Write a Python function to design mobile app interface.
Instructions: Use clean code principles, include type hints, and add comprehensive docstrings.
Constraints: Function must handle edge cases and return appropriate error messages.
Output Format: Provide the code block followed by 2-3 usage examples.",high,94,A,0.08,4,5,4,5,Well-defined task with context | Multiple relevant sections included | Constraints appropriately specified | Professional tone maintained
3062,creative,"Role: Scriptwriter for design entertainment.
Task: Write dialogue for a scene where write technical documentation.
Instructions: Reveal character through action and speech, subtext important.
Constraints: 2 characters, 2-page max, natural speech patterns.
Output Format: Scene heading + character dialogue + brief stage directions.",high,97,A,0.07,5,4,5,4,Clear role assignment establishes expertise | Structured sections aid comprehension | Specific constraints reduce ambiguity | Output format specified for consistency
3063,document,"Role: Policy writer for consulting organizations.
Task: Draft a policy document regarding analyze churn rate factors.
Context: Must align with industry regulations and best practices.
Constraints: Formal tone, legally compliant language.
Output Format: Policy statement + scope + procedures + compliance requirements.",high,90,A,0.05,4,4,4,4,Role establishes authority | Task is specific and measurable | Context aids understanding | Professional presentation expected
3064,image,"Role: Digital artist with expertise in sports imagery.
Task: Generate a series of 5 images showing analyze employee satisfaction data.
Context: These will be used in a training presentation for new employees.
Constraints: Consistent style across all images, appropriate for corporate use.
Output Format: Description for each image with style specifications.",high,95,A,0.22,4,5,5,5,Well-defined task with context | Multiple relevant sections included | Constraints appropriately specified | Professional tone maintained
3065,presentation,Slides needed: develop content calendar overview for design team meeting.,medium,69,D,0.54,4,3,4,4,Understandable intent | Structure inconsistent | Some critical details omitted | Requires clarification for complex execution
3066,presentation,Need a deck on develop mobile responsiveness fix for energy conference. 10 slides max.,medium,76,C,0.31,3,2,4,4,Task understood but details lacking | Missing role specification | Some constraints implied not stated | Could be clearer
3067,document,document on create investor pitch materials,low,53,F,0.69,2,2,2,1,Insufficient detail for execution | No constraints specified | No format guidance | Requires complete rewrite
3068,presentation,presentation about develop quality assurance checklist,low,47,F,0.82,1,2,2,1,No structure or organization | Extremely vague request | Missing critical information | High hallucination risk
